624:17,76,168,508,1069,1589,3190,3864,3915,7006,15450,18396,27045,27444,83867
627:1077,4671,5512,7334,9594,9761,11539,19731,32661,42376,48502,48524,77531,83175,114599
628:17,58,76,302,608,6526,21488,24531,39233,62166,65861,69940,74618,75280,84119
632:81,226,931,986,1276,5246,12090,13371,34516,36681,42713,59618,65235,67015,111454
633:8,15,58,61,289,302,518,554,591,650,654,1039,1196,1424,18034
634:70,226,367,986,3423,6202,14250,17339,22689,25910,30486,32096,39851,48076,61651
646:17,546,1913,1995,2638,3761,8993,20382,26210,74629,79374,83231,83724,101945,108047
666:911,1337,3034,4510,6951,10192,10791,10981,11590,11681,18920,21249,35817,40086,62184
667:15,17,245,364,616,674,1086,1405,5156,5577,8527,27886,33745,34427,37653
669:2337,2614,11470,13312,14435,24453,34208,42575,53117,92369,94180,94421,103327,104999,111861
678:8,17,58,65,76,84,302,542,654,720,901,1535,21462,22518,30911
680:8,15,17,29,58,65,101,138,289,483,554,559,616,650,654
681:76,361,441,719,1205,1744,2153,4103,4513,6411,8786,9417,16036,18783,46215
682:44,76,336,709,1528,2318,2460,6755,7711,9491,9783,14498,19236,26376,40716
683:226,669,866,5287,24415,27552,45128,46770,48672,50641,69187,71448,78041,97127,112536
684:168,574,5480,9794,10493,11470,11984,22890,29161,30357,32348,59404,69720,86509,119675
715:1547,1753,2543,4671,6394,8392,12861,14375,21926,25188,36991,59850,61368,82049,101827
716:17,29,32,58,84,302,616,654,1102,2030,8897,33321,56166,70959,102630
741:168,301,574,984,1803,3592,4792,8860,13460,22033,22841,55392,86896,105597,120393
750:6,8,15,32,61,354,559,1102,1217,2059,2200,2369,19963,34508,84361
754:17,32,58,76,302,356,542,616,654,709,1140,2085,4034,8546,101326
756:8,84,101,285,289,495,510,616,650,837,1102,1217,1476,3234,8105
757:17,76,302,564,616,654,698,1196,2139,44447,47161,84478,84976,102324,107887
758:15,356,407,1109,1240,4374,10046,15676,19354,37677,46128,70858,79423,94123,111363
763:8,15,17,29,84,101,138,289,322,354,554,591,650,40704,70890
773:17,76,302,398,654,3141,7742,18491,22569,28635,31208,39526,58120,94677,105394
774:17,65,76,116,138,289,302,518,521,554,564,650,1196,1245,4669
775:15,58,76,101,301,354,518,542,554,559,564,787,1102,8683,13070
782:508,518,616,654,931,1039,1825,7145,9617,26744,29709,60350,71891,100244,103144
784:17,29,76,84,101,289,302,356,508,518,542,650,861,5159,14202
793:116,398,654,709,3250,3448,4756,10075,11396,13203,13636,14193,16241,27447,40393
803:17,70,84,138,302,496,521,654,1119,3389,4420,6450,10511,15242,117797
813:17,61,84,101,289,302,518,542,554,616,650,654,1804,8276,35068
815:15,29,58,76,138,302,354,364,381,542,654,749,861,3137,37240
817:8,29,58,76,138,495,616,749,866,1102,1476,28785,33832,59228,100505
818:135,463,574,984,1326,1528,2318,5480,7235,7711,7994,8860,11255,12657,15624
823:17,28,94,245,1023,1382,1744,2028,14498,21145,36244,46153,57607,71891,85090
825:8,29,58,70,94,508,518,542,616,650,654,1102,1119,3632,77914
833:8,58,84,220,302,508,559,564,1410,1548,2369,2982,3632,6759,17164
835:58,76,81,84,101,138,302,356,518,530,542,616,654,1804,8276
838:2715,6344,8066,9412,15131,17077,28371,45281,46541,59054,59116,59120,65469,84808,113566
844:8,29,58,62,76,94,289,301,354,518,546,736,861,1762,4847
850:17,22,254,278,302,354,546,654,657,866,9482,9890,13468,28379,122457
856:6,138,162,301,303,364,486,709,1101,1958,5567,13498,18505,19984,73474
857:6,8,15,84,101,289,302,354,495,518,650,709,861,1102,3476
874:29,58,84,296,302,364,508,518,787,932,1696,9617,19669,21145,81912
891:17,29,76,84,254,302,354,361,654,2638,4932,7194,17934,81900,112071
899:17,32,94,302,518,542,616,654,709,827,1382,1410,1815,5567,10930
900:398,2447,3180,3829,4126,5598,8209,13388,14964,16155,24211,25056,31369,42262,56771
911:76,302,616,1023,2139,7981,16701,20416,20836,35657,37143,43400,54338,87631,99027
918:15,17,58,84,94,302,327,361,518,616,654,1023,2917,3250,34374
925:17,29,58,84,289,302,370,564,616,654,13901,14328,20277,48437,93298
926:6,58,84,116,162,239,302,354,542,861,1102,1550,3234,7973,19963
937:58,302,518,542,564,616,654,776,875,1119,1762,3485,3915,23122,61146
949:8,17,58,70,76,84,226,302,616,654,866,1462,1790,2068,2704
964:17,65,947,970,2403,3207,8871,9490,10046,10248,15235,17596,32558,33639,43335
970:8,2132,2656,3535,4300,4613,5010,5998,9093,14636,36227,39096,50946,60987,83571
977:15,17,29,61,285,354,364,449,518,554,650,709,1217,6957,11154
981:710,1002,1340,1744,1757,3506,3618,4513,4715,4856,6315,10426,13881,14955,29311
982:17,84,302,496,875,1119,2162,6450,11995,15242,16219,65410,69057,85902,109008
984:15,17,29,84,395,616,654,709,1109,1217,1572,4268,11369,14521,21899
992:17,76,119,226,245,302,508,564,780,986,1065,2068,3137,3939,15992
993:29,58,76,84,254,354,361,518,616,654,749,1102,18057,41847,92069
998:15,17,29,58,61,84,94,138,302,542,616,650,654,6573,106515
1000:8,17,29,58,65,84,354,356,518,542,709,902,1102,3233,14202
1007:8,17,29,84,101,116,289,356,495,542,554,654,709,1196,3234
1027:168,661,1013,1147,1326,1400,1740,2103,2318,2632,3211,4792,9417,9874,10267
1028:6,15,17,29,58,301,302,354,518,616,650,1762,2570,2626,3730
1044:8,17,29,30,58,61,84,302,616,654,1362,1874,4288,17307,49796
1045:8,17,58,61,65,84,94,289,356,508,518,542,559,861,1196
1049:17,40,76,81,262,564,2139,5287,10048,22955,43728,46663,85467,86744,101626
1068:17,441,710,1002,1256,6315,8928,13853,27327,32062,32611,33762,60140,73569,101069
1069:8,29,76,84,138,518,542,654,749,875,1119,1187,1217,14202,28684
1070:15,17,56,58,76,84,518,542,616,1405,2469,5553,18315,32743,93265
1082:6,15,84,101,138,162,239,301,394,518,542,650,1102,1196,15141
1083:8,650,1034,3888,10288,13829,16272,21899,30459,45686,53428,62335,71491,75042,87395
1088:17,119,245,564,2982,3642,6809,9772,10046,12442,13337,15383,16505,18604,23266
1094:6,29,32,58,61,70,301,508,616,736,787,899,1039,1476,16319
1116:65,76,302,654,866,931,13929,43512,44931,60906,61065,63931,69271,78338,122697
1121:17,654,1578,6715,9120,11017,15167,17669,19122,25601,31244,63725,70332,74826,99297
1125:58,61,76,84,138,278,302,542,616,654,829,1039,2982,3191,55274
1127:8,15,17,58,65,101,302,427,542,616,654,1382,1703,2937,20505
1132:17,58,76,302,591,650,654,787,861,2200,2429,3304,13732,22315,75308
1133:8,15,32,61,76,101,354,497,508,518,650,1023,1102,3476,14202
1140:8,15,29,58,76,84,101,239,289,302,518,542,564,616,4169
1141:17,787,3739,4671,5512,7392,7468,9594,14259,31944,53944,74982,75835,82205,88876
1148:17,641,12586,12670,25380,44600,72343,87862,89979,92056,93261,99113,99417,106752,110419
1153:15,17,29,58,76,238,289,518,542,616,654,1102,6968,26460,97839
1163:8,17,58,76,84,302,616,654,866,1097,5869,13523,22563,63988,76693
1166:8,15,17,61,70,103,131,353,518,616,774,2115,4268,4422,5117
1172:15,17,58,103,302,327,518,616,654,889,1109,1287,7984,24429,56962
1192:8,17,29,58,101,138,302,364,518,542,554,616,650,1102,18209
1204:15,17,29,58,61,302,322,495,616,654,1476,3234,3632,35320,43133
1208:3,15,17,29,58,162,239,302,395,616,654,726,861,8946,88860
1209:17,76,94,168,661,698,719,1147,1218,1382,2140,5480,8011,8860,28541
1234:17,168,463,574,661,719,984,1147,1400,2103,5235,8860,9874,10778,38251
1236:17,65,889,2055,4852,24625,47614,54784,61131,62262,64766,83053,83998,89469,100873
1245:58,65,84,131,302,354,496,616,654,873,875,947,1187,2162,10946
1263:17,32,58,76,84,302,322,518,542,650,861,1140,1384,3234,8683
1267:73,490,1204,1567,1960,2200,2868,6485,6837,19300,22723,29552,41831,46721,114483
1269:189,1352,2880,3107,4021,4060,4755,5624,7859,8225,11725,14401,16519,21771,23191
1288:398,692,1017,31508,34083,52295,67016,73561,87616,94291,95607,109663,112135,114791,117489
1295:15,61,76,101,518,542,554,564,616,861,1155,1719,6759,8730,22606
1296:8,17,29,44,58,76,84,591,650,654,709,861,1462,1476,3234
1302:15,17,29,76,101,162,289,302,542,554,616,650,654,709,1196
1305:3,8,17,28,29,58,84,239,302,322,354,542,787,861,87017
1342:17,84,302,518,616,1102,6212,9581,22441,39096,51939,72675,83938,88233,104005
1382:8,17,76,84,302,327,518,616,654,899,1102,2200,5112,11243,108618
1389:238,518,4245,15025,33995,36171,40853,56417,61636,71313,71576,75115,85140,94835,95032
1391:32,402,3334,26376,26434,38549,64823,66418,70612,84296,85290,89015,104871,117259,121315
1397:81,140,226,986,1749,2379,2967,3910,11772,17071,27338,55253,88584,98886,118450
1402:6,8,48,58,76,84,138,239,302,354,564,591,616,650,1102
1405:17,76,302,616,654,3307,4697,15022,21744,24722,77798,79664,92558,96890,106442
1407:17,58,285,302,486,495,542,616,654,1196,1324,8144,69841,84377,109860
1408:17,84,302,1985,6400,10810,17273,26321,35418,44991,46573,59767,72987,97909,121132
1409:8,70,101,138,179,354,356,387,554,616,908,1476,1762,3234,6503
1412:17,58,70,84,302,449,654,2013,5581,19007,46909,48428,67693,106865,109407
1413:6,15,101,116,162,239,285,289,322,542,736,861,1476,3250,4025
1418:15,61,76,94,138,239,289,542,554,564,650,654,861,1405,1684
1419:1712,3172,4568,4755,4825,6434,7831,7880,8225,11725,12990,14401,16519,23191,35625
1420:8,29,58,70,179,302,354,518,616,633,654,736,1187,1762,61157
1427:15,17,29,61,427,518,554,564,1344,3159,3476,4187,4203,10856,14202
1430:17,58,591,766,1196,2657,3057,4522,6346,17443,24893,49420,63341,79080,85708
1431:3,6,8,58,76,84,162,285,495,616,654,726,1102,1476,78725
1435:29,58,61,84,101,138,289,302,322,354,394,508,616,967,1930
1437:17,70,76,357,564,650,698,776,2069,2630,6303,9043,10154,31797,40552
1441:3307,6559,6745,11713,17956,25679,52696,52711,67843,80319,90179,95475,99349,104761,111336
1447:8,17,70,76,302,518,559,616,654,1382,3233,4967,5567,9580,18867
1448:431,6559,8153,13895,20302,33176,42095,43332,44862,46690,68952,77410,88402,100488,118605
1457:15,17,58,302,322,616,654,1764,4013,15836,24720,28104,49683,50248,53312
1458:15,17,58,84,101,165,302,402,508,616,999,1023,10520,11522,14330
1469:58,76,84,289,302,354,361,394,518,542,616,861,3429,12259,32741
1477:17,84,94,245,302,327,518,571,633,736,787,1119,6527,22136,82704
1486:76,168,719,984,5357,8783,14147,17622,34436,39207,43358,45287,57525,73356,108955
1490:17,65,76,179,302,546,616,866,10973,18592,21693,27706,67389,67794,114624
1491:3,58,239,285,302,495,542,616,650,654,1476,16127,40538,53322,114815
1500:15,29,58,61,84,302,354,518,650,787,861,1196,2101,2714,5103
1503:8,58,101,239,354,454,542,616,650,654,1476,1762,3234,41005,44695
1517:26820,27097,33420,33573,72329,74316,80218,95331,95964,100457,103421,104345,105147,111233,114309
1518:17,65,84,2880,3107,4755,7315,39096,59671,59816,60494,69046,72675,80448,122282
1535:58,236,299,356,542,650,654,1912,3841,4642,6673,9230,14750,28505,43517
1551:8,15,162,354,518,542,554,616,650,736,1476,1762,3234,4174,8276
1552:70,8892,9095,10906,13790,13992,15294,19245,29723,32929,51852,54372,89980,110189,119462
1553:17,58,61,76,101,289,302,483,518,542,616,654,1953,8683,19281
1559:6,15,29,84,101,239,289,302,354,616,650,654,1140,3599,5991
1560:15,17,58,61,84,103,302,518,564,1511,3297,10323,17164,27251,85755
1561:15,17,58,97,210,542,616,902,2816,3213,4174,6809,11720,19984,41961
1562:8,15,29,70,101,138,289,564,616,650,654,709,1102,5465,6809
1569:81,226,986,2967,14720,22823,34829,37445,46621,60820,61052,62843,69468,96768,109858
1570:17,58,84,302,654,1231,7905,18835,22885,23921,27705,30944,32205,92493,101991
1588:48,53,84,947,1119,1187,3886,10092,41429,46420,50311,80185,91208,97112,109588
1589:15,58,84,94,322,354,518,616,654,899,1023,1102,1217,42489,86063
1591:8,17,58,76,81,302,616,654,866,1506,31681,32295,35798,62108,69776
1601:17,302,564,749,899,1119,3841,5148,6590,9019,61040,65631,74087,80695,122510
1602:15,17,32,131,185,302,354,508,518,616,1065,1744,1987,16056,68957
1629:8,15,17,32,61,119,138,302,518,559,616,654,1039,1410,1511
1634:2265,8337,9662,10783,15180,26131,28136,42089,57108,79654,80190,83050,103647,111449,121578
1642:8,58,101,138,289,301,302,354,356,518,542,650,654,861,1102
1653:8,17,29,58,84,101,302,542,554,564,616,654,736,23813,66463
1654:8,29,84,94,101,302,518,542,554,564,650,1102,8105,9789,25164
1655:8,15,29,76,138,289,354,361,542,650,654,1009,1424,5998,16514
1668:8,15,29,84,143,162,239,289,354,616,650,861,6855,15522,43182
1681:8,17,29,32,58,84,138,518,616,866,1023,1102,3915,6494,58746
1703:32,65,84,116,302,472,518,650,654,709,736,1119,6450,7312,20192
1721:15,17,58,61,96,245,302,654,4697,4967,34700,42441,51214,87515,119968
1727:17,58,302,616,650,654,5315,21877,26983,44516,58230,66593,68712,72475,86183
1728:58,84,239,302,322,354,395,616,726,1102,1476,2060,2868,3234,51881
1745:17,28,807,1287,6020,10990,17986,37075,44295,72732,75934,93561,94008,108239,112628
1746:3,17,58,61,101,285,302,542,616,650,654,1624,2200,44176,120471
1751:8,84,206,327,427,947,14202,19552,24428,32771,43533,51158,54638,93341,103332
1756:8,15,61,153,493,542,654,803,944,1102,1733,2537,7535,12601,13681
1758:17,58,162,302,394,402,542,616,650,654,776,827,1196,1220,1550
1761:6379,13895,19433,23824,25716,30210,42190,45169,49421,66480,70173,94836,101433,103292,119401
1767:8,32,58,70,76,84,354,616,866,875,1102,1119,1187,1476,3234
1779:1468,1674,1913,4456,8635,17395,26885,37843,56748,65741,67185,86913,93097,93631,103533
1780:1675,1772,9354,10246,10404,13960,32351,48208,49329,67574,68717,88524,102096,104391,120791
1783:8,15,17,58,84,162,302,354,518,542,650,861,1424,7407,109988
1787:15,29,32,61,76,101,138,289,354,518,564,616,1196,1217,19442
1788:17,140,731,780,1884,1888,2241,2345,2379,2967,14906,16969,18034,18777,29732
1794:15,17,32,58,101,245,302,402,427,508,518,616,654,1832,1930
1796:8,15,29,73,84,361,363,542,650,654,861,1804,2166,2770,10012
1803:17,32,58,76,94,302,394,508,542,616,654,709,36169,91898,98485
1820:17,65,189,1206,1352,1923,2880,5624,6434,6601,7880,10041,10687,23191,106558
1821:17,58,61,84,103,302,518,542,1102,1405,2302,2770,4268,5117,14202
1822:17,32,58,138,162,302,354,402,616,654,1196,2976,3476,6957,10560
1823:3,6,15,17,76,84,138,289,394,542,650,726,1140,1220,39119
1840:60,61,162,239,301,354,542,564,616,650,861,1009,1239,1804,3234
1841:463,801,984,2103,2402,3709,5480,8860,9491,13194,13534,25393,39242,75697,89310
1842:8,17,29,58,73,84,302,354,518,542,554,616,1804,4174,75413
1850:17,28,29,84,302,616,654,1102,44448,54048,54202,76259,101309,104608,110501
1853:17,302,866,7037,7546,9338,13791,14555,15350,25442,26867,31201,52124,54105,63472
1854:8,17,32,84,302,303,364,542,654,861,1039,1387,1744,2848,46215
1862:65,119,138,239,302,542,554,616,650,1102,2868,3915,5319,20641,57158
1880:17,84,354,496,875,1023,1119,4420,6945,7506,14912,15242,32909,52177,107083
1883:6,8,29,58,76,101,302,518,542,654,1204,3915,4502,13063,31686
1890:8,302,616,654,776,990,1912,3448,4075,4203,4756,7795,8861,14750,18055
1891:17,29,58,84,302,616,654,4169,4203,4828,5673,43505,43709,62301,98204
1893:15,29,45,58,61,84,185,302,356,364,394,616,654,861,6011
1894:8,29,58,70,138,327,361,508,518,542,564,616,654,1023,18287
1911:741,4016,5319,5671,8345,17271,22665,29000,29727,53100,69327,78658,91907,92332,102655
1912:8,17,84,138,224,226,302,518,521,616,650,654,803,986,1102
1913:8,17,58,76,151,302,542,616,654,813,4032,5662,16819,18062,66665
1930:197,2548,5111,5627,6754,7160,8069,12761,13049,18269,20411,24752,33763,48930,63563
1932:890,3041,3568,5097,9354,11220,30513,33562,37860,45175,54358,77993,79883,95798,106225
1950:15,32,61,301,363,495,508,542,554,861,1196,1548,3465,4254,14202
1951:1360,2121,5182,13490,36996,37497,41525,42869,43119,59310,65588,87557,98617,117484,122274
1952:17,76,84,162,239,289,449,542,616,861,1102,1476,3234,78895,85829
2005:15,29,101,119,285,302,356,518,542,554,564,650,1217,8868,65726
2017:17,8999,11246,13894,23213,26739,41877,44039,47586,51775,58208,101380,107733,120033,123006
2025:236,923,5415,6766,10075,15837,17064,18512,31848,32452,61580,77172,90630,92686,111350
2030:17,226,518,568,731,1749,2241,3374,3423,3516,7211,8511,22689,39988,63403
2034:119,1472,6186,9914,16872,22904,26838,43115,43289,57937,58219,89084,101728,104789,119487
2038:15,17,29,45,58,302,654,8881,9929,12222,46978,62981,74977,101235,116994
2046:9101,10492,11199,13889,18891,27296,34052,38488,40137,57773,61664,75233,91537,93654,111815
2058:1410,8794,12495,12597,16147,17944,25649,43327,48197,52829,55235,65161,84615,88234,121818
2068:17,58,245,302,559,616,654,1405,1451,1800,2200,3476,3728,5567,9617
2070:15,61,84,493,510,542,654,690,803,1102,1180,1403,2537,12601,13580
2071:58,70,76,101,302,364,508,518,559,616,650,2085,2906,12042,17123
2072:58,302,354,363,518,654,736,875,1102,1119,2162,4364,12937,18109,118777
2074:76,924,4660,4671,5975,7926,10180,11468,13998,31093,54442,73279,77317,88579,91035
2075:8,15,28,61,84,101,245,302,542,548,554,650,654,1102,3476
2076:8,17,29,58,76,84,302,616,654,866,26715,27080,28289,28305,104101
2077:15,17,29,58,76,94,138,508,518,616,654,656,1102,8483,10930
2080:6,15,17,29,58,84,101,289,356,650,654,861,1196,2050,16104
2085:8,17,829,1382,3476,3551,3570,9755,11720,12133,16625,24958,79463,89092,121725
2097:15,58,65,84,124,138,302,559,564,616,654,709,967,1086,18867
2112:17,76,226,661,866,984,1400,1499,2153,5480,7180,7235,7521,8860,24196
2115:8,17,58,61,65,101,103,119,302,542,564,616,654,999,3233
2116:8,17,58,224,236,302,542,616,650,654,891,947,1119,1187,2162
2123:8,17,29,48,65,138,496,518,616,654,873,899,1102,4420,10748
2135:17,94,780,873,1359,1887,1966,3307,5767,6759,21331,34080,78093,111185,123286
2141:81,564,698,780,986,2204,4194,4721,7680,9121,31978,34319,41420,65080,77063
2147:728,3233,3448,4756,6059,7682,10075,12673,14750,16911,23833,24718,35619,42335,109031
2154:17,463,661,719,1326,2103,2677,5010,5480,7180,7711,8860,9783,12657,32577
2160:15,17,61,73,188,301,302,322,554,861,1196,1804,4174,30094,31019
2162:76,463,661,719,2012,5480,7118,9417,10267,14226,20451,32748,58298,83245,109940
2170:8,15,17,29,58,61,76,289,302,510,542,564,650,709,1511
2177:459,4009,6392,14431,14500,17917,22279,46155,46328,49803,54962,57637,59341,84388,99239
2184:6,58,84,289,616,1089,1102,1476,11522,13683,14965,16996,32619,57056,78689
2185:17,302,327,361,430,542,564,616,1555,4171,11556,29798,30348,31651,41221
2187:8,17,58,76,302,616,654,840,866,2548,3196,5111,8069,10541,13049
2211:17,226,1539,3913,4791,5111,8069,13049,14793,27070,41296,44173,62500,82813,101523
2223:17,76,81,533,652,2292,4237,5812,6916,11469,14435,17403,31711,94180,111861
2243:15,17,32,94,119,131,245,441,508,518,559,710,1023,1744,4513
2244:8,17,58,101,124,302,518,542,616,654,699,1405,1548,3915,9943
2247:6,29,58,116,302,554,650,654,1023,3249,3250,11447,12575,20628,40390
2250:168,463,4103,7838,17035,22792,45121,49715,57782,62551,71709,82522,89865,99751,122116
2253:70,226,986,1884,2204,2967,3137,3516,3756,3819,4194,5103,13544,16217,16680
2260:8,17,58,76,84,302,616,654,866,23423,75303,75312,75402,75411,75435
2261:15,29,32,58,76,302,354,356,542,616,654,1102,1631,8276,9525
2262:8,17,58,76,84,96,302,500,616,654,698,866,2139,26504,52594
2290:15,29,32,65,94,285,518,542,554,650,1102,1382,2085,8276,19197
2291:8,15,17,29,32,76,84,101,162,495,542,554,616,3234,13636
2293:17,58,84,101,138,236,939,4613,4907,5010,19925,36227,72675,84198,116694
2301:17,429,4032,7611,14018,42004,48766,65970,78089,82540,94232,97413,101819,102372,108161
2302:17,245,1524,15642,16229,33882,39395,64614,70923,73911,73917,73924,73926,73930,103752
2304:76,463,661,719,760,877,984,1124,2153,3348,3601,5480,7180,9874,25853
2318:15,29,76,84,101,116,353,654,1102,1548,3234,3476,8276,19963,23243
2325:3,8,48,61,84,302,654,875,899,1119,1187,1606,6450,12776,111422
2335:8,15,17,84,138,245,289,302,356,508,616,654,1119,15510,83691
2343:17,32,116,302,322,616,6002,9500,21567,26523,28533,50020,55516,73935,106917
2346:17,70,76,81,138,616,986,1218,1884,6263,13178,39703,64173,72508,103022
2347:2186,7728,20207,24792,34298,52756,58282,67268,78137,78503,90201,95841,100001,100785,109758
2348:17,58,70,84,179,226,302,616,654,829,1476,1874,1888,5542,54357
2362:8,17,29,58,76,84,302,616,654,866,947,3307,4292,5287,57367
2363:17,29,76,84,97,101,289,302,554,616,650,813,8276,9245,43133
2364:29,73,84,101,302,322,354,554,616,650,1102,1804,2655,4174,24323
